Date,Close
2024-06-13,17667.56055
2024-06-14,17688.88086
2024-06-17,17857.01953
2024-06-18,17862.23047
2024-06-20,17721.58984
2024-06-21,17689.35938
2024-06-24,17496.82031
2024-06-25,17717.65039
2024-06-26,17805.16016
2024-06-27,17858.67969
2024-06-28,17732.59961
2024-07-01,17879.30078
2024-07-02,18028.75977
2024-07-03,18188.30078
2024-07-05,18352.75977
2024-07-08,18403.74023
2024-07-09,18429.28906
2024-07-10,18647.44922
2024-07-11,18283.41016
2024-07-12,18398.44922
2024-07-15,18472.57031
2024-07-16,18509.33984
2024-07-17,17996.91992
2024-07-18,17871.2207
2024-07-19,17726.93945
2024-07-22,18007.57031
2024-07-23,17997.34961
2024-07-24,17342.41016
2024-07-25,17181.7207
2024-07-26,17357.88086
2024-07-29,17370.19922
2024-07-30,17147.41992
2024-07-31,17599.40039
2024-08-01,17194.15039
2024-08-02,16776.16016
2024-08-05,16200.08008
2024-08-06,16366.84961
2024-08-07,16195.80957
2024-08-08,16660.01953
2024-08-09,16745.30078
2024-08-12,16780.60938
2024-08-13,17187.60938
2024-08-14,17192.59961
2024-08-15,17594.5
2024-08-16,17631.7207
2024-08-19,17876.76953
2024-08-20,17816.93945
2024-08-21,17918.99023
2024-08-22,17619.34961
2024-08-23,17877.78906
2024-08-26,17725.76953
2024-08-27,17754.82031
2024-08-28,17556.0293
2024-08-29,17516.42969
2024-08-30,17713.61914
2024-09-03,17136.30078
2024-09-04,17084.30078
2024-09-05,17127.66016
2024-09-06,16690.83008
2024-09-09,16884.59961
2024-09-10,17025.88086
2024-09-11,17395.5293
2024-09-12,17569.67969
2024-09-13,17683.98047
2024-09-16,17592.13086
2024-09-17,17628.06055
2024-09-18,17573.30078
2024-09-19,18013.98047
2024-09-20,17948.32031
2024-09-23,17974.26953
2024-09-24,18074.51953
2024-09-25,18082.21094
2024-09-26,18190.28906
2024-09-27,18119.58984
2024-09-30,18189.16992
2024-10-01,17910.35938
2024-10-02,17925.11914
2024-10-03,17918.48047
2024-10-04,18137.84961
2024-10-07,17923.90039
2024-10-08,18182.91992
2024-10-09,18291.61914
2024-10-10,18282.05078
2024-10-11,18342.93945
2024-10-14,18502.68945
2024-10-15,18315.58984
2024-10-16,18367.08008
2024-10-17,18373.60938
2024-10-18,18489.55078
2024-10-21,18540.00977
2024-10-22,18579.76953
2024-10-23,18276.65039
2024-10-24,18415.49023
2024-10-25,18518.60938
2024-10-28,18567.18945
2024-10-29,18712.75
2024-10-30,18607.92969
2024-10-31,18095.15039
2024-11-01,18239.91992
2024-11-04,18179.98047
2024-11-05,18439.16992
2024-11-06,18983.4707
2024-11-07,19269.46094
2024-11-08,19286.7793
2024-11-11,19298.75977
2024-11-12,19281.40039
2024-11-13,19230.7207
2024-11-14,19107.65039
2024-11-15,18680.11914
2024-11-18,18791.81055
2024-11-19,18987.4707
2024-11-20,18966.14063
2024-11-21,18972.41992
2024-11-22,19003.65039
2024-11-25,19054.83984
2024-11-26,19174.30078
2024-11-27,19060.48047
2024-11-29,19218.16992
2024-12-02,19403.94922
2024-12-03,19480.91016
2024-12-04,19735.11914
2024-12-05,19700.25977
2024-12-06,19859.76953
2024-12-09,19736.68945
2024-12-10,19687.24023
2024-12-11,20034.89063
2024-12-12,19902.83984
2024-12-13,19926.7207
2024-12-16,20173.89063
2024-12-17,20109.06055
2024-12-18,19392.68945
2024-12-19,19372.76953
2024-12-20,19572.59961
2024-12-23,19764.88086
2024-12-24,20031.13086
2024-12-26,20020.35938
2024-12-27,19722.0293
2024-12-30,19486.78906
2024-12-31,19310.78906
2025-01-02,19280.78906
2025-01-03,19621.67969
2025-01-06,19864.98047
2025-01-07,19489.67969
2025-01-08,19478.88086
2025-01-10,19161.63086
2025-01-13,19088.09961
2025-01-14,19044.39063
2025-01-15,19511.23047
2025-01-16,19338.28906
2025-01-17,19630.19922
2025-01-21,19756.7793
2025-01-22,20009.33984
2025-01-23,20053.67969
2025-01-24,19954.30078
2025-01-27,19341.83008
2025-01-28,19733.58984
2025-01-29,19632.32031
2025-01-30,19681.75
2025-01-31,19627.43945
2025-02-03,19391.96094
2025-02-04,19654.01953
2025-02-05,19692.33008
2025-02-06,19791.99023
2025-02-07,19523.40039
2025-02-10,19714.26953
2025-02-11,19643.85938
2025-02-12,19649.94922
2025-02-13,19945.64063
2025-02-14,20026.76953
2025-02-18,20041.25977
2025-02-19,20056.25
2025-02-20,19962.35938
2025-02-21,19524.00977
2025-02-24,19286.92969
2025-02-25,19026.39063
2025-02-26,19075.25977
2025-02-27,18544.41992
2025-02-28,18847.2793
2025-03-03,18350.18945
2025-03-04,18285.16016
2025-03-05,18552.73047
2025-03-06,18069.25977
2025-03-07,18196.2207
2025-03-10,17468.32031
2025-03-11,17436.09961
2025-03-12,17648.44922
2025-03-13,17303.00977
2025-03-14,17754.08984
2025-03-17,17808.66016
2025-03-18,17504.11914
2025-03-19,17750.78906
2025-03-20,17691.63086
2025-03-21,17784.05078
2025-03-24,18188.58984
2025-03-25,18271.85938
2025-03-26,17899.01953
2025-03-27,17804.0293
2025-03-28,17322.99023
2025-03-31,17299.28906
2025-04-01,17449.89063
2025-04-02,17601.05078
2025-04-03,16550.60938
2025-04-04,15587.79004
2025-04-07,15603.25977
2025-04-08,15267.91016
2025-04-09,17124.9707
2025-04-10,16387.31055
2025-04-11,16724.46094
2025-04-14,16831.48047
2025-04-15,16823.16992
2025-04-16,16307.16016
2025-04-17,16286.4502
2025-04-21,15870.90039
2025-04-22,16300.41992
2025-04-23,16708.05078
2025-04-24,17166.03906
2025-04-25,17382.93945
2025-04-28,17366.13086
2025-04-29,17461.32031
